,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem,ei_nox_kaiser_opt,ei_nox_kypriandis_opt,ei_nox_boer,ei_nox_kaiser,ei_nox_kypriandis,ei_nvpm_number_p3t3,ei_nvpm_number_p3t3_piecewise,ei_nvpm_mass_p3t3
10,10,-3.935314676036001,37.33163607322563,7399.02,230.471110912,34610D,250.83809,2.6536927,15.691712,215.51720700597323,65981.95554508173,0.3172059728663409,0.946519886619169,56.791193197150136,71609.68934967596,2034.0076702588024,2024-06-07 09:33:00,0.0002212857472595,0.3880546129804407,0.1672995349330073,0.4732599433095845,1.0,0.0178056843127676,0.0005310226432177,0.0001151671861766,3.628235539e-05,1450000000000000.0,179.40337930979726,70.25070598487473,0.0681494318365801,0.0013908047313587,0.001135823863943,1.0112060578138524,0.0301574095230411,0.0065404819201292,0.0020605182546011,8.23472301358677e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6788008772971769,35.80484467483798,17.80568431276764,36.28235538999999,1450000000000000.0,19.2299006835195,828.593996260362,1700.99464585085,0.022128574726,0.0267808381399425,0.488143114842765,35.8046200555542,18.2273277741342,18.223295218634213,0.02212857472595,0.9667094194621735,18.509482898671227,763941824173999.9,17.552607316149764,17.310376934999297,1105935438631031.2,17.247973436624765,17.05721077746008,21.615695554888273,19.559837571853567,25.44584982613766,778428568608480.0,829340958414802.5,17.806885093515383
11,11,-3.8903873524766936,37.45161437988281,7993.38,232.528888688,34610D,245.92854,2.8642442,16.764639,219.72471091310743,65925.16435188458,0.326888470619876,0.9317692811551584,55.90615686930951,61408.67072294817,1480.9545040698365,2024-06-07 09:34:00,0.0002192484047237,0.3563351997673736,0.2483628614240055,0.4658846405775792,1.0,0.0176137780766159,0.0005426989245075,0.0001176995159714,3.628235539e-05,1450000000000000.0,176.60754955014872,69.15591604733586,0.0670873882431714,0.0013691303723096,0.0011181231373861,0.9847186402124932,0.0303402112063262,0.0065801276033428,0.0020284070520213,8.106392746049878e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.6989267430458344,30.704335361474083,17.6137780766159,36.28235538999999,1450000000000000.0,17.0966824180447,806.483413024349,1644.2616453886,0.0219248404724,0.0254356443154459,0.420107726035941,30.7052233645722,16.5164963319144,16.512875910213687,0.02192484047237,0.8571959713878278,16.606111793269992,823471624370117.8,13.844985661330172,16.018311568060962,1033321035856101.6,14.683522721775494,14.633595444590776,17.747440302409526,16.651655945311635,21.501570065193064,746995520423971.1,915039444310809.4,14.299491918255583
12,12,-3.855126422384501,37.57547669491525,8427.720000000001,239.731110904,34610D,242.07233,3.300695,17.356636,223.01440425367693,65869.25819501527,0.3287836718341599,0.9184384457310651,55.10630674386391,58399.19220573711,1397.8897811939723,2024-06-07 09:35:00,0.0002607301725466,0.3345108555598698,0.4130188208338533,0.4592192228655326,0.9933084872340256,0.0173542513405158,0.0005494218194879,0.0001191575647152,3.628235539e-05,1450000000000000.0,174.08082300386607,68.16650144215966,0.0661275680926366,0.0013495422059721,0.0011021261348772,0.9563286976805804,0.0302766073164738,0.006566333312049,0.0019993866055112,7.990414477860267e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7150189439493627,29.19959610286856,17.354251340515894,36.28235538999999,1450000000000000.0,16.3970016370545,799.376880756618,1631.32669510142,0.0260730172547,0.0251920018539326,0.400815964863115,29.1994741162196,15.910445195547,15.90629794373955,0.02607301725466,0.8249173653739602,16.08670464353272,802321826966439.5,13.052464364680917,15.144309694885843,983777230238578.5,13.910493014625786,13.887265029775024,16.71524146979342,15.775011766468051,20.351657440389197,730459147662779.1,935831186924883.8,13.20481297909906
13,13,-3.8269441024116873,37.705590199616,8839.2,246.418888676,34610D,238.45491,4.31474,18.246635,225.16295407502196,65814.1518882714,0.3261754239573597,0.918238317175248,55.09429903051488,58132.21925608157,1522.750177755293,2024-06-07 09:36:00,0.0003281201678611,0.3148461017336226,0.7193621073793902,0.459119158587624,1.0,0.0173640406326252,0.0005561163747432,0.000120609467193,3.628235539e-05,1450000000000000.0,174.0428906373965,68.15164790074691,0.0661131588366178,0.0013492481395228,0.0011018859806102,0.9566596469918666,0.0306388418458702,0.0066448940514438,0.001998950937388,7.988673359424658e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7273626396169045,29.066109628040785,17.364040632625255,36.28235539,1450000000000000.0,16.1992236561479,798.759404037801,1638.90560974888,0.0328120167861,0.0254722261458244,0.39935078935425,29.065635782686,15.6778911693085,15.672748624399018,0.03281201678611,0.8221407954106482,15.98223427330946,814252820167057.9,13.230707240357109,14.276661585483328,935058725265632.5,13.782637159768932,13.70754292191434,16.675310037473807,15.630018514779698,20.16220611848507,742309551672007.8,954726990560777.4,13.352444276142903
14,14,-3.79852294921875,37.83700716697563,9288.78,250.019999784,34610D,234.85521,5.658739,19.147753,225.8238200523961,65759.05758924088,0.3187555346582991,0.907779897483926,54.46679384903556,58490.21097127447,1570.7394571804475,2024-06-07 09:37:00,0.000329869874348,0.2944415627541902,1.0043845245803171,0.453889948741963,1.0,0.0172066271845609,0.0005663004362595,0.0001228181671866,3.628235539e-05,1450000000000000.0,172.06060176910333,67.375423991257,0.0653601526188426,0.0013338806656906,0.0010893358769807,0.9371898156986932,0.0308445691183693,0.0066895117930715,0.0019761835713845,7.897685108110157e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7350668944785127,29.24510548563724,17.20662718456096,36.28235538999999,1450000000000000.0,16.0711659755669,801.232957376615,1656.37793517157,0.0329869874348,0.0260063731576334,0.402113005224366,29.244744050291,15.4620947252823,15.456995927977742,0.0329869874348,0.8332867459233894,16.0453206891874,836788815598322.2,13.661526122303565,13.236085022326234,877514845254082.2,13.914816147415412,13.749944175197733,17.05104600689033,15.779914358385723,20.35911497186823,758627632871493.1,960599896343622.0,13.920650527016043
15,15,-3.7695377431016936,37.970489501953125,9753.6,250.534444228,34610D,231.24193,7.31466,19.821716,226.61586637989876,65704.59079539185,0.3100448681614883,0.8954043069484217,53.7242584169053,58048.82915519729,1619.2656146527645,2024-06-07 09:38:00,0.0002633453804593,0.2744848000248498,1.1255272431429253,0.4477021534742108,1.0,0.0170533583412326,0.0005779848095916,0.0001253522519683,3.628235539e-05,1450000000000000.0,169.71493233900384,66.45690766171187,0.0644691101002863,0.0013156961244956,0.0010744851683381,0.916179030400472,0.0310518052715493,0.0067344567778864,0.0019492426369463,7.790017470451269e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7433857561364458,29.024414577598645,17.05335834123268,36.28235539,1450000000000000.0,15.7612751627269,803.222742143789,1672.73729426619,0.0263345380459,0.0265166574257978,0.399893625883498,29.0234781707155,15.0808459551333,15.076875529610819,0.026334538045929997,0.8423073785947093,16.05327018761674,846277415370663.4,13.867852068101618,12.2163876030794,820850653726567.1,13.965696002219584,13.71834282172123,17.322151435029742,15.837613988971649,20.43955117313574,763472610991748.2,954669673590498.9,14.235959379125426
16,16,-3.740903164478027,38.102142333984375,10233.66,247.962222008,34610D,227.68655,8.845565,19.890812,226.7483296931386,65650.86653697495,0.3193711056184709,0.8464945354914634,50.789672129487805,51422.731524930976,1205.762731730824,2024-06-07 09:39:00,0.0001803248359956,0.2550380254566048,1.0848401828001917,0.4232472677457317,0.961067516727521,0.0161075728423548,0.0005919181555884,0.0001283740896864,3.628235539e-05,1450000000000000.0,160.44457425705195,62.82682442417642,0.0609476065553853,0.0012438287052119,0.0010157934425897,0.8180983434650435,0.0300633290498272,0.0065200779250969,0.0018427689343436,7.364502458775731e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7496052278620946,25.711365762465487,16.107572842354823,36.28235539,1450000000000000.0,14.230126068782,783.544808932958,1622.7675255388,0.0180324835996,0.0253416655643311,0.350984932333192,25.711438309327,13.8501130260045,13.847615956928138,0.01803248359956,0.7560100711674191,14.825170438586635,735472970781202.0,11.572245234149165,11.167305140808509,762664359644379.5,12.13103961417985,12.08458187359332,14.683440779695346,13.757046026475809,17.767695092342308,683690505151771.5,967962494900804.9,10.879232803590485
17,17,-3.7118010825299166,38.23480224609375,10591.8,246.418888676,34610D,224.7921,9.482394,19.779673,226.5878546488532,65600.07686484545,0.3236904465446021,0.7703430786284446,46.22058471770668,47463.1871020805,1023.6498095813012,2024-06-07 09:40:00,0.0001314556047407,0.2412695654698515,1.0593560206310173,0.3851715393142223,0.8817808539226211,0.0144647588272549,0.0006004959914127,0.0001302344344909,3.628235539e-05,1450000000000000.0,146.0108271232354,57.17486329580316,0.055464701661248,0.0011319326869642,0.0009244116943541,0.6685696107963307,0.0277552758437363,0.0060195117125514,0.0016769916810614,6.701984784067469e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7538818510900286,23.73159355104025,14.464758827254904,36.28235539,1450000000000000.0,13.2721191789861,771.032305630785,1593.73360091278,0.0131455604741,0.0246983007626287,0.32230301210507,23.7316192971884,13.0496026914026,13.047887473464186,0.01314556047407,0.7048006693258694,14.08293786669336,672896460562715.4,10.265247236107482,10.414203147698153,720766322368272.2,11.070224130685538,11.151355884909856,13.260425042880506,12.554042170567943,16.273897909965207,623123887969821.1,954710040861328.6,8.964600481772008
18,18,-3.68316650390625,38.36472333487818,10896.6,246.418888676,34610D,222.15941,9.83858,20.13848,225.3781165878696,65553.85628012776,0.3405991934304181,0.5046760495759394,30.28056297455636,32894.55555358498,0.0,2024-06-07 09:41:00,9.951808439884824e-05,0.2300315857671193,1.057411760817771,0.2523380247879697,0.5794491288592246,0.0116097247250561,0.0006063950439467,0.0001240616369332,2.727213984516232e-05,1585365512150430.0,95.65629843662354,37.45705639952622,0.0363366755694676,0.0007415648075401,0.0006056112594911,0.3515490006543266,0.0183619833156892,0.0037566562098826,0.0008258157480323,4.80057602283609e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7542869280947958,16.44727777679249,11.609724725056145,27.27213984516232,1585365512150430.0,10.1577081060365,721.357372476554,1455.61659200378,0.00995180843988,0.0214587016239056,0.225454767966383,16.4466447316476,10.5064496407005,10.505404163002364,0.009951808439884824,0.527122020660097,11.690845835064156,416525618091398.9,5.266990585083389,9.739982003468619,683567732482811.8,7.704435825475262,8.429355103565575,8.860286761509567,8.737114182299871,11.788289393593402,307220714779589.6,644038577061568.0,2.9620387517164213
19,19,-3.654148267663061,38.49623107910156,10896.6,246.93333312,34610D,222.14014,10.048319,20.161068,224.5201380784673,65523.5757171532,0.3402763586025273,0.5106983403503227,30.64190042101936,33382.617065891696,0.0,2024-06-07 09:42:00,9.991592896157434e-05,0.2300315857671193,1.064192628813615,0.2553491701751613,0.5856695302405726,0.0116667678407659,0.0006062214819146,0.000124228918058,2.7909610957513205e-05,1575788426766060.8,96.79776343000016,37.90403082080096,0.0367702805052232,0.0007504138878616,0.0006128380084203,0.3574919384119022,0.0185757782819114,0.0038066101365443,0.0008552035197495,4.828515205756039e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7514480965899824,16.691308532945847,11.66676784076598,27.909610957513205,1575788426766060.8,10.2402952499972,722.511618407146,1459.34762593991,0.00999159289616,0.0215493747946551,0.227913540114431,16.6912404677853,10.57634118327,10.575284543890763,0.009991592896157434,0.5309652843557824,11.749479687439585,423252756498295.8,5.386203941454727,9.689572544195261,681143306742682.2,7.775501465598052,8.484074979840372,8.951755751336494,8.817705237408404,11.880398763372476,315193777649571.4,655956606634669.1,3.0673029248606976
20,20,-3.625,38.6279296875,10896.6,247.447777564,34610D,222.10652,10.280755,20.17529,224.1779412240813,65492.93381673218,0.3401326121055184,0.5179143309663357,31.07485985798014,33891.65558760469,-25.549122236955668,2024-06-07 09:43:00,9.92703991421322e-05,0.2300315857671193,1.061756163792016,0.2589571654831678,0.5934093586779682,0.01173840665577,0.0006059188674945,0.0001244165733374,2.861755818040383e-05,1565152539319731.0,98.16548229135924,38.43960164432144,0.0372898318295761,0.0007610169761137,0.0006214971971596,0.3647693417840341,0.0188288438927005,0.0038662275804699,0.0008892866099336,4.863689581572239e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7503595866745556,16.945827793802344,11.73840665577,28.61755818040383,1565152539319731.0,10.3392379203077,723.945555889467,1463.57793304884,0.00992703991421,0.0216488690410768,0.230803985577718,16.9467335330718,10.6612490998854,10.660190858483947,0.00992703991421322,0.535785890095902,11.82159300162829,430793649865117.56,5.524841633200997,9.670321694661338,680217406859387.9,7.863463209892924,8.553289859823439,9.061943015647298,8.917457097374239,11.994333462547669,324527244525151.25,669295741450737.1,3.194829235587397
21,21,-3.59600830078125,38.75864837129237,10888.98,245.389999788,34610D,222.13521,10.500573,20.17899,224.67647001658423,65461.8589568742,0.3403552919096909,0.5219171363975983,31.315028183855897,34100.12180416465,-25.54624222248865,2024-06-07 09:44:00,9.94591396872294e-05,0.2303072702383211,1.0612477628768957,0.2609585681987991,0.5978639324497056,0.0117822981547981,0.0006054369852626,0.0001244599583749,2.891075599178108e-05,1560747664463967.2,98.92417403280078,38.73668986342975,0.037578033820627,0.0007668986494005,0.0006263005636771,0.3689629987880987,0.0189592762570478,0.0038974671042717,0.0009053411386992,4.88748571005764e+16,climb,0,GTF,0,43031,1.237,3.16,3.16,0,0.7519796970450746,17.050060902082325,11.782298154798193,28.91075599178108,1560747664463967.2,10.3996050095745,724.790329273799,1465.49020382197,0.00994591396872,0.0216885249754778,0.232407041787112,17.0500784191451,10.7156684029865,10.714602737816106,0.009945913968722941,0.5386394309460684,11.864788196711041,434419762605095.7,5.596345874345793,9.715644405019386,682515925260298.6,7.916165536915551,8.597457733245886,9.122998340975203,8.97722347862529,12.06278741588161,329428239641200.1,675790544407445.9,3.265225942231693
