Unnamed: 0,index,longitude,latitude,altitude,groundspeed,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,time,specific_humidity,air_pressure,rhi,fuel_flow_per_engine,thrust_setting,nox_ei,co_ei,hc_ei,nvpm_ei_m,nvpm_ei_n,co2,h2o,so2,sulphates,oc,nox,co,hc,nvpm_mass,nvpm_number,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,ei_nox_p3t3,ei_nvpm_number_p3t3_meem,ei_nvpm_mass_p3t3_meem,ei_mass_meem,ei_number_meem
26,26,-3.48419189453125,39.418433237884,11521.44,255.164444224,34610D,216.64098,12.593231,21.41315,228.7517604235981,65267.2419935622,0.3413514335064858,0.5393547176163767,32.3612830569826,34712.92627533492,-25.00407370578987,2024-06-07 09:49:00,5.586680023480331e-05,0.2084524140765676,1.0886193903924368,0.2696773588081883,0.4417503172422297,0.0114149663136163,0.0017615255541328,0.0003914501231406,3.026776455503417e-05,307343833607213.9,102.22929317700805,40.03090714148748,0.0388335396683791,0.000792521217722,0.0006472256611396,0.3694029559608601,0.0570052270694008,0.0126678282376446,0.0009795036962675,9946040795181210.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.775267129060375,17.356463137667458,11.414966313616356,30.26776455503418,307343833607213.9,7.64567904206864,659.229909991859,1364.6776845503,0.00558668002348,0.0201116560222684,0.301372539760472,17.356313833456,14.9849688870365,14.984131771540126,0.0055866800234803,0.4435969633771341,11.50458396221269,569800829790758.1,12.3047301781896,6.100306061038022,486341113335733.0
27,27,-3.458125902258814,39.55517578125,11513.82,254.135555336,34610D,216.72963,12.786262,21.197552,229.7435122439467,65234.88071050521,0.3407430652604867,0.556452402064809,33.38714412388854,35595.184587605,0.0,2024-06-07 09:50:00,5.586425512550853e-05,0.2087030407451307,1.0773008763944272,0.2782262010324045,0.4563687550004806,0.0117046249954394,0.0017617449225785,0.0003914988716841,3.182344736767469e-05,305447000134615.2,105.46998828736388,41.299897281250125,0.0400645729486662,0.0008176443458911,0.0006677428824777,0.3907840016388065,0.0588196316396572,0.0130710292532571,0.0010624940237835,1.01980030157038e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7784690355950914,17.7975922938025,11.704624995439492,31.823447367674685,305447000134615.2,7.80112562624165,662.866132506025,1374.55850662085,0.00558642551255,0.0203299375607571,0.309511793969287,17.7980842217763,15.2244340664744,15.223583612315556,0.0055864255125508,0.4569674307723374,11.786088148613468,581959627253812.9,13.102651650749364,6.154054694101031,489247875022135.3
28,28,-3.432451331097127,39.68962097167969,11513.82,253.106666448,34610D,216.75963,12.852416,20.872948,231.13745327713755,65201.49356638132,0.3430211910206223,0.5365386378700151,32.19231827220091,34342.43518215839,-50.044116317992014,2024-06-07 09:51:00,5.53423250947694e-05,0.2087030407451307,1.063054737015581,0.2682693189350075,0.4409107170207852,0.0113950226991888,0.0017625499877388,0.000391677775053,3.010669087361162e-05,312087218443731.06,101.69553342188266,39.821897702712526,0.038630781926641,0.0007883833046253,0.000643846365444,0.3668321974512413,0.0567405701759521,0.012609015594656,0.000969204174726,1.004681106482648e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7831380448293567,17.171217591079195,11.39502269918885,30.106690873611623,312087218443731.06,7.63321059230763,659.020754513584,1361.0384193845,0.00553423250948,0.0200013863383546,0.299694631629964,17.1707391328716,14.9836929580862,14.982863771568502,0.0055342325094769,0.4428501798210076,11.487198375524283,561826543933797.9,12.102729038509011,6.218505400975039,492359786045504.8
29,29,-3.406494140625,39.82529979641154,11498.58,252.592222004,34610D,216.92267,12.8461685,20.431599,231.878790578986,65169.30124810912,0.3427336440034711,0.548812953171002,32.92877719026012,34986.421434183256,25.029578386100315,2024-06-07 09:52:00,5.5576785661445696e-05,0.2092051984455095,1.0475580901609824,0.274406476585501,0.4515159060210689,0.0116057103086263,0.00176260235362,0.0003916894119155,3.122572853079638e-05,311527990464575.44,104.02200714403172,40.73289738435177,0.0395145326283121,0.0008064190332308,0.0006585755438052,0.3821618488874633,0.0580403401773842,0.012897853372752,0.0010282250573941,1.0258235786537484e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7853545757552957,17.49321071709163,11.605710308626389,31.22572853079637,311527990464575.44,7.74985604085987,661.759851994575,1368.19215500651,0.00555767856614,0.0201562911257818,0.305750006653198,17.4927582454759,15.1689616281695,15.168118632891352,0.0055576785661445,0.4528058843021807,11.697301171051361,570488719939198.1,12.684404154384984,6.269624956039087,495452149423587.1
30,30,-3.380543101917624,39.95983576370498,11506.2,253.106666448,34610D,216.88998,12.75129,19.933956,232.16511806625653,65136.37247091886,0.3420880122932095,0.5596641871218128,33.579851227308765,35567.05134229516,25.02515358377929,2024-06-07 09:53:00,5.488406930982337e-05,0.2089539687473447,1.03768090198115,0.2798320935609064,0.4608821140941133,0.0117869001166142,0.0017638867391353,0.0003919748309189,3.221604058211825e-05,308803302962178.94,106.07875002706838,41.53827596818095,0.0402958214727705,0.0008223637035259,0.0006715970245461,0.3958023523470548,0.0592310542819879,0.0131624565071084,0.0010818098498804,1.0369568971971524e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.786383597511293,17.783525671147583,11.786900116614248,32.216040582118254,308803302962178.94,7.84112481117239,663.982671612453,1375.03585778511,0.00548840693098,0.0203154092984105,0.310976178033431,17.7830388072788,15.3074040234947,15.306563936978687,0.0054884069309823,0.46119899991230817,11.871066546398774,578866497245047.4,13.195036418229552,6.273838239720769,495343108777531.0
31,31,-3.354450572620749,40.09488380561441,11513.82,253.621110892,34610D,216.846,12.67691,19.477152,232.9581353474274,65102.79261969155,0.3433115344438005,0.5491888912544587,32.95133347526752,34906.93485980707,25.01975859997043,2024-06-07 09:54:00,5.421003201302883e-05,0.2087030407451307,1.0296086318554618,0.2745944456272293,0.4528451757318369,0.0116248977568288,0.0017648682797172,0.0003921929510482,3.1296972624357295e-05,311792919692275.7,104.09326244837008,40.760799508905926,0.039541600170321,0.0008069714320473,0.0006590266695053,0.3830558826011552,0.0581547632248832,0.0129232807166407,0.0010312769817115,1.027399247200748e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7891497080493648,17.453467429903537,11.624897756828805,31.29697262435729,311792919692275.7,7.75279441792077,662.024111293511,1368.31769915787,0.0054210032013,0.0201532295648555,0.305690024772577,17.4538489128446,15.1682897169821,15.167467488084013,0.0054210032013028,0.45379996070623124,11.714519683754325,569142108157781.0,12.692857757420994,6.302397999714667,496409865902254.8
32,32,-3.32794189453125,40.23133850097656,11521.44,254.135555336,34610D,216.79645,12.618641,19.047277,233.0322425310077,65069.84128621629,0.3441191622906492,0.5364236797138998,32.18542078283399,34164.90689874272,0.0,2024-06-07 09:55:00,5.355154914876025e-05,0.2084524140765676,1.0224838182167155,0.2682118398569499,0.4425144276734746,0.0114171794238257,0.0017657006099213,0.0003923779133158,3.016861577243616e-05,314270394487191.1,101.67374425297255,39.81336550836564,0.0386225049394007,0.0007882143865183,0.0006437084156566,0.3674667239089453,0.0568298171068236,0.0126288482459608,0.0009709895930714,1.0114924886157476e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.789490933805187,17.08245344937136,11.417179423825733,30.168615772436155,314270394487191.1,7.63787283694558,659.414429781828,1360.28681682677,0.00535515491488,0.0199669791201847,0.299416034137917,17.0819757681621,14.9955600361817,14.994757043712902,0.005355154914876,0.4442557859241943,11.51206175894381,557924106924667.1,12.074276925312715,6.296967850539909,495836257985510.6
33,33,-3.301513671875,40.366607666015625,11521.44,254.64999978,34610D,216.78831,12.719937,18.833553,232.74243623584115,65037.65586543345,0.3427650239368056,0.5545838497060076,33.275030982360455,35226.34628210156,0.0,2024-06-07 09:56:00,5.318432711835001e-05,0.2084524140765676,1.0165541462176344,0.2772919248530038,0.4572906282075705,0.0117110463771129,0.001765482208724,0.0003923293797164,3.1773066418621934e-05,309602862301021.25,105.11582287327668,41.16121332517989,0.0399300371788325,0.0008148987179353,0.0006655006196472,0.3896854310342942,0.0587464751941002,0.0130547722653556,0.0010572497694842,1.030204483529396e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7885238540175553,17.61317314105078,11.711046377112968,31.773066418621934,309602862301021.25,7.79474822784844,663.055342725279,1372.047823438,0.00531843271184,0.0202447005076595,0.308387887238165,17.6126809771359,15.2330180000187,15.232207885291794,0.005318432711835,0.4576791915887891,11.795116070952348,574218288395497.6,12.955602279290101,6.283415527841458,495182040946065.8
34,34,-3.274924538352252,40.50249519994704,11521.44,254.135555336,34610D,216.77586,12.864613,18.682705,233.4932021155285,65004.38083445109,0.3442877058294408,0.5383796243509474,32.30277746105685,34238.54864825247,-25.016909682280254,2024-06-07 09:57:00,5.283264139514032e-05,0.2084524140765676,1.011478166003556,0.2691898121754737,0.4441923084732909,0.0114525183099851,0.0017651476767608,0.0003922550392801,3.035069152204274e-05,314517797363518.5,102.04447399947858,39.95853571932732,0.0387633329532682,0.0007910884276177,0.0006460555492211,0.3699481503361287,0.0570191725883086,0.0126709272418463,0.0009804116340257,1.015979841577551e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7910901629711865,17.119274324126238,11.452518309985138,30.35069152204273,314517797363518.5,7.65694214381297,659.810086372812,1360.4867875207,0.00528326413951,0.0199628024880574,0.300038636750604,17.1187977352341,15.0298855549014,15.02909152829819,0.005283264139514,0.4456770335745809,11.543383000685518,557553517489364.5,12.122090892948487,6.319437401717539,496920904518795.4
35,35,-3.248207785866498,40.63814842094809,11513.82,253.106666448,34610D,216.81723,13.2050495,18.696573,233.538549929763,64972.07805699003,0.344508423893005,0.535335428660275,32.120125719616496,34060.16210785302,-25.02160036010883,2024-06-07 09:58:00,5.2651593163962814e-05,0.2087030407451307,1.0037780944469117,0.2676677143301375,0.4414810952084263,0.0114019799047511,0.0017640957397269,0.0003920212754948,3.008446870289624e-05,315932552955200.7,101.4674771482685,39.732595515165606,0.0385441508635397,0.0007866153237457,0.0006424025143923,0.3662330279931491,0.0566629769414697,0.0125917726536599,0.0009663169169448,1.0147793319840442e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7911683816902788,17.030081053926512,11.401979904751188,30.08446870289624,315932552955200.7,7.63553313626097,659.17523736436,1358.46123942312,0.0052651593164,0.019915283867698,0.298680605044474,17.0305501654974,14.997557003389,14.996767399693097,0.0052651593163962,0.44340175634969575,11.497598723118857,555266817110544.2,11.983182702476489,6.330799310059408,497780853963476.4
36,36,-3.221678300337373,40.77245162705243,11506.2,252.592222004,34610D,216.85715,13.587475,18.746351,233.4289080614832,64939.957931270415,0.3443075985533261,0.5382853920191198,32.29712352114719,34243.96315115163,0.0,2024-06-07 09:59:00,5.2629838444186645e-05,0.2089539687473447,0.9993400593887766,0.2691426960095599,0.4436288369336528,0.0114482981079386,0.0017630060108111,0.0003917791135135,3.033854971121854e-05,315704092705750.75,102.02661320330397,39.95154179565908,0.0387565482253766,0.0007909499637831,0.0006459424704229,0.3697470980990106,0.0569400228996916,0.0126533384221537,0.0009798478874756,1.0196334078249336e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7907241044635428,17.121981575575813,11.44829810793866,30.33854971121854,315704092705750.75,7.66448525906857,659.716250737199,1359.26944779168,0.00526298384442,0.0199265884464969,0.299852806232715,17.1222241368202,15.0478747045849,15.047082779049182,0.0052629838444186,0.44533581629176644,11.541504600581998,556229562548204.3,12.079965876195383,6.33480618431923,498286274305070.1
37,37,-3.19549560546875,40.905120849609375,11506.2,253.36388867,34610D,216.84769,14.072683,18.82241,233.205849698059,64907.66080774927,0.3448897109032099,0.5239030287398793,31.434181724392754,33417.285229906774,-25.02558321042725,2024-06-07 10:00:00,5.288090701152309e-05,0.2089539687473447,1.0053506993939192,0.2619515143699396,0.431603241087222,0.0112088445552083,0.0017627521688264,0.0003917227041836,2.908313375927051e-05,318768083059056.06,99.3005800673567,38.88408279307384,0.0377210180692713,0.0007698166952912,0.0006286836344878,0.3523408566688909,0.0554106720099594,0.0123134826688798,0.0009142045117037,1.0020213850814692e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7899857413153598,16.708642614953387,11.208844555208394,29.08313375927052,318768083059056.06,7.53435886459501,656.656523329086,1351.1452248236,0.00528809070115,0.0197499339709692,0.293224514931763,16.7086149803671,14.8468605192695,14.846075445334389,0.0052880907011523,0.434448562988023,11.310279229268305,546229128365246.5,11.433852367230601,6.3243969367617066,497783801618406.4
38,38,-3.168182373046875,41.04245460639566,11498.58,254.135555336,34610D,216.89574,14.599293,18.916826,232.5924123957913,64876.22662602488,0.3440607668149427,0.5342232491191475,32.05339494714885,34083.31688105842,25.023315345170783,2024-06-07 10:01:00,5.373453299642001e-05,0.2092051984455095,1.0164042454072573,0.2671116245595737,0.4396463828198161,0.0113723090624287,0.001761880373318,0.0003915289718484,2.995658334399369e-05,316031335668794.8,101.25667463804322,39.650049549623134,0.0384640739365786,0.0007849811007465,0.0006410678989429,0.3645211138390682,0.0564742474555932,0.0125498327679096,0.0009602101971922,1.012987721786685e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7878204124512627,17.041658440529208,11.372309062428734,29.95658334399369,316031335668794.8,7.62714391432647,658.787197888193,1357.89113282007,0.00537345329964,0.0199075028749818,0.298340191788656,17.0419088358844,14.986319161284,14.985513921691703,0.005373453299642,0.44201627267831656,11.471593418000309,555811407562929.44,11.940115072025057,6.304178494785856,497120270548358.3
39,39,-3.140869140625,41.179229736328125,11506.2,255.164444224,34610D,216.80835,15.137505,18.944382,232.06979540598647,64844.17323107773,0.3409081151163993,0.5734525712425915,34.407154274555495,36332.53349568041,25.01248311919427,2024-06-07 10:02:00,5.418697712099136e-05,0.2089539687473447,1.0354927475402014,0.2867262856212957,0.4715358228041073,0.0120042014059268,0.0017616967982907,0.0003914881773979,3.346516328036392e-05,305544446615369.7,108.6922003533208,42.561649837625154,0.0412885851294665,0.0008426241863156,0.0006881430854911,0.4130304097165624,0.0606149735237796,0.0134699941163954,0.0011514410358106,1.051291491242871e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7862086328250202,18.166266747840204,12.004201405926889,33.465163280363925,305544446615369.7,7.95654803034337,666.418360335061,1383.31127989602,0.0054186977121,0.0205150353285709,0.31756417578669,18.1660807619236,15.4795822040055,15.478743457687898,0.0054186977120991,0.4705457293594234,12.070554587701302,591467720304384.1,13.837279832935643,6.2713919025064,495225007491024.3
40,40,-3.113750110973001,41.31436622748941,11513.82,255.164444224,34610D,216.70801,15.66672,18.918526,233.7150431156965,64809.76607680317,0.3446246927998032,0.5356099036957452,32.13659422174472,34063.383349692966,-25.007614604105665,2024-06-07 10:03:00,5.426455489379129e-05,0.2087030407451307,1.049418002938391,0.2678049518478726,0.4409738831624978,0.0114009960174395,0.0017611649799797,0.000391369995551,3.009480049703021e-05,316207027697778.06,101.51950114649156,39.75296705229822,0.0385639130660936,0.0007870186340019,0.0006427318844348,0.3663891827361826,0.0565978443191548,0.0125772987375899,0.0009671443917574,1.0161816939187486e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7919657497060928,17.03169167484648,11.400996017439557,30.09480049703021,316207027697778.06,7.63814807499273,658.959906897862,1358.43058363602,0.00542645548938,0.0199200660426521,0.299069198454523,17.0312472917916,15.0134642030888,15.012649548343283,0.0054264554893791,0.4426329251775934,11.48621418858243,556919488028398.9,11.988410345919124,6.342049828795441,498323919427334.4
41,41,-3.086455589116952,41.44987979177701,11506.2,254.64999978,34610D,216.72397,16.20672,18.873388,233.63897305621765,64777.62948258143,0.3446909392909445,0.5340643445575565,32.04386067345339,33982.67963949336,-25.009400019765643,2024-06-07 10:04:00,5.4549205240073e-05,0.2089539687473447,1.0539873841579177,0.2670321722787782,0.4392563563473152,0.0113722418369199,0.0017594351749396,0.000390985594431,2.995260796984961e-05,317105249253040.7,101.22655586743925,39.63825565306185,0.038452632808144,0.0007847476083294,0.000640877213469,0.3644105329670789,0.0563790956097378,0.012528687913275,0.0009597971965924,1.0161276425885144e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7916788337226613,16.99133981974668,11.3722418369199,29.95260796984961,317105249253040.7,7.63043812097114,658.562979969756,1356.34950508571,0.00545492052401,0.0198645010622557,0.297978902284749,16.991802102091,15.0005732009517,14.99975497623895,0.0054549205240073,0.44121570911737806,11.460246893602314,554238558618526.06,11.874581430493457,6.348288861548223,498937092732942.5
42,42,-3.0593730128088623,41.583764027741,11498.58,254.135555336,34610D,216.73895,16.732065,18.817465,233.51801732094904,64745.58562190797,0.3457512872901263,0.5025841712713991,30.155050276283944,32094.578449418288,0.0,2024-06-07 10:05:00,5.450110077439542e-05,0.2092051984455095,1.0522574849929651,0.2512920856356995,0.4129195599330927,0.0108478377033772,0.0017576813573328,0.000390595857185,2.7278845054428308e-05,325046251905001.6,95.25980382278098,37.30179719176324,0.0361860603315407,0.0007384910271743,0.0006031010055256,0.3271170913343094,0.0530029697000602,0.0117784377111245,0.0008225949440952,9801786068312980.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7912415688312909,16.047289224709143,10.847837703377248,27.27884505442831,325046251905001.6,7.34233468170012,651.432844610609,1335.41734810953,0.00545011007744,0.0193908054828888,0.28243636709604,16.0468050938866,14.5654788474503,14.564685056082311,0.0054501100774395,0.4168648099410217,10.935021216188272,529758416854996.1,10.370746729399537,6.352406632407909,499448376614659.7
43,43,-3.0324181845021485,41.716391353283896,11498.58,253.106666448,34610D,216.68967,17.242405,18.739134,231.3654796394424,64715.43057163169,0.3448375809940534,0.4922491936846477,29.534951621078864,31643.20755893961,0.0,2024-06-07 10:06:00,5.404351491776486e-05,0.2092051984455095,1.0501767393086143,0.2461245968423238,0.4031628829805762,0.0106536100702397,0.0017563624863521,0.0003903027747449,2.637415791352673e-05,324211247289054.1,93.30091217098813,36.53473515527456,0.0354419419452946,0.000723304937659,0.0005906990324215,0.3146538580143702,0.0518740810634883,0.011527573569664,0.0007789594780227,9575563503691850.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7840371905842171,15.821603779469807,10.653610070239772,26.37415791352673,324211247289054.1,7.2371248850554,648.743847903308,1329.59892341669,0.00540435149178,0.0192784268118333,0.277459162042443,15.8211298214616,14.3922097352952,14.39143197172675,0.0054043514917764,0.4078414714635373,10.736320130309492,526431367316534.75,9.915097875361662,6.251235509031002,494564329676923.1
44,44,-2.9749852960759995,41.85017395019531,11498.58,256.707777556,34610D,216.65347,17.787842,18.663057,229.1394491910615,64685.89562001061,0.3420277659072036,0.5345661138152257,32.07396682891354,34414.57275577234,0.0,2024-06-07 10:07:00,5.354644191851616e-05,0.2092051984455095,1.0454602576828282,0.2672830569076128,0.4365234878083839,0.0113308420030074,0.0017553947511951,0.0003900877224878,2.9841653974195253e-05,310947445952725.3,101.32166121253788,39.67549696736605,0.0384887601946962,0.0007854849019325,0.0006414793365782,0.3634250505481215,0.0563024730214832,0.0125116606714407,0.0009571402196882,9973318067023098.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7765586441153185,17.207286377886167,11.33084200300746,29.84165397419525,310947445952725.3,7.61571085949459,657.960938198026,1360.41019447792,0.00535464419185,0.0200095433424113,0.299315079444152,17.2075674570414,14.9586162123819,14.957815274595072,0.0053546441918516,0.4390661364696171,11.42002854272676,565957433395742.1,12.038026315721567,6.147772974569687,489568723684007.8
45,45,-2.883286909623564,41.97084045410156,11498.58,255.678888668,34610D,216.62627,18.320171,18.53292,229.7507518905057,64653.8216531817,0.3427367185936851,0.5288474419439855,31.73084651663913,34026.20852674581,0.0,2024-06-07 10:08:00,5.320994529140483e-05,0.2092051984455095,1.042599444282165,0.2644237209719927,0.4319324101956365,0.0112411782287739,0.0017546674079939,0.0003899260906653,2.9362774922038987e-05,313199630677798.7,100.237744146063,39.251057141082605,0.0380770158199669,0.0007770819555095,0.0006346169303327,0.3566921010434117,0.055677082210805,0.0123726849357344,0.0009317057043538,9938089410105290.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.778679247002805,17.013104263372906,11.241178228773956,29.362774922038987,313199630677798.7,7.56961101700042,656.710087935601,1355.1519369069,0.00532099452914,0.019875670127382,0.29599397244528,17.0126205911419,14.8922763634268,14.89148398837847,0.0053209945291404,0.43463811301107774,11.329046238895662,558204988599243.94,11.692356725267066,6.176950397111532,490977629535085.4
46,46,-2.7914636785333755,42.09063720703125,11498.58,254.64999978,34610D,216.59769,18.79621,18.433466,229.95160597903248,64622.09080666506,0.3430492930553511,0.4387084255592053,26.32250553355232,28227.70142397169,-24.995326225514948,2024-06-07 10:09:00,5.333333070001773e-05,0.2092051984455095,1.0489370437334018,0.2193542127796026,0.3582141521936285,0.0097318153291262,0.0017539035970782,0.0003897563549062,2.2219493527671345e-05,334619203303176.2,83.15279498049176,32.560939345004215,0.0315870066402627,0.0006446327885767,0.000526450110671,0.2561657628524343,0.0461671371394107,0.0102593638087579,0.0005848727413348,8808015830580723.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7794114213539128,14.113850711985844,9.731815329126224,22.219493527671343,334619203303176.2,7.744456206405625,660.7070603159079,1370.05340798649,0.00535092867804,0.0202445331944272,0.3067208029242619,17.727399713533,15.1461704659753,15.14536271333714,0.0053333330700017,0.4489387263165669,11.634133397942106,581715644766211.8,12.779691831241433,6.187053783242988,491465479286944.5
47,47,-2.700209506722331,42.20933299953654,11490.96,254.64999978,34610D,216.62129,19.22587,18.330067,225.0866454042481,64595.76830113151,0.3363007236739634,0.5723937034048021,34.343622204288124,36885.22007407578,-24.99762754530547,2024-06-07 10:10:00,5.380862826936208e-05,0.2094567302023603,1.0562854912177049,0.286196851702401,0.4646275945521876,0.0118998469963002,0.0017523851804983,0.0003894189289996,3.3068479348145726e-05,297139275950986.0,108.49150254334616,42.48306066670441,0.0412123466451457,0.0008410682988805,0.0006868724440857,0.4086838495297687,0.0601832545954279,0.0133740565767617,0.001135691361603,1.0204839035316378e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7628802534473408,18.44261003703789,11.899846996300251,33.06847934814573,297139275950986.0,7.91930139581083,664.704032696215,1384.95487906608,0.00538086282694,0.0206133962614724,0.317447633403244,18.4421788359241,15.4000645685238,15.39923595676057,0.0053808628269362,0.46393916907893185,11.950238210265248,604343762913938.5,13.883654034896987,5.972265427611211,481404933930515.8
48,48,-2.608691128817497,42.3277587890625,11483.34,254.64999978,34610D,216.63759,19.675522,18.258064,228.68423977872217,64561.42467892722,0.3412755001584878,0.5431019483207097,32.58611689924258,34956.64107622908,24.9917941310239,2024-06-07 10:11:00,5.380921514618131e-05,0.2097085643810686,1.0553116105469644,0.2715509741603548,0.4420982080859436,0.0114576967764063,0.0017506733881207,0.0003890385306935,3.055221254926633e-05,309605089967930.2,102.93954328470733,40.30902660436308,0.0391033402790911,0.0007980273526345,0.0006517223379848,0.3733618465520521,0.0570476476776963,0.012677255039488,0.0009955779696608,1.008882765429549e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.775044305583855,17.47832053811454,11.457696776406346,30.55221254926633,309605089967930.2,7.69656204621301,659.224232069092,1362.80026110656,0.00538092151462,0.0200519975178546,0.302363226388376,17.4778283738736,15.0789579002864,15.078146557054309,0.0053809215146181,0.4435766905189218,11.527627297751012,570700725199499.8,12.323342890791913,6.146924298598404,490153905354617.5
49,49,-2.5154321843927505,42.44769287109375,11490.96,255.164444224,34610D,216.52019,20.151333,18.195578,229.5698979201696,64528.83856202797,0.3427983571918638,0.5268277806459251,31.609666838755505,33929.06697957845,-24.986041711930067,2024-06-07 10:12:00,5.309685165373748e-05,0.2094567302023603,1.0562152743158812,0.2634138903229625,0.4289104921468442,0.0111963684767009,0.0017496874647563,0.0003888194366125,2.9160532218624e-05,314114266707993.5,99.85493754362864,39.101157879540565,0.0379316002065066,0.0007741142899287,0.0006321933367751,0.3539134773524626,0.0553070378328954,0.0122904528517545,0.0009217547082715,9929047319939664.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7782568246208542,16.964533489789225,11.196368476700986,29.160532218624,314114266707993.5,7.55655187193161,655.875298315087,1352.66603491669,0.00530968516537,0.0198189256209085,0.29491448717282,16.9640803706875,14.8804477504922,14.879657687515309,0.0053096851653737,0.4316941575349306,11.276592009858772,557114667138183.44,11.547492963524062,6.181146677744479,491493114347057.8
50,50,-2.42382670557771,42.56508520094015,11483.34,255.678888668,34610D,216.53789,20.691683,18.172262,230.0751051047454,64497.22889518922,0.3428663961403263,0.5316774198062306,31.90064518837384,34172.98909488678,0.0,2024-06-07 10:13:00,5.283066696433229e-05,0.2097085643810686,1.0497458820078038,0.2658387099031153,0.432699910309901,0.0112780648618553,0.0017480160239093,0.0003884480053131,2.958574056479076e-05,314381234407945.5,100.77413815007294,39.46109809801844,0.0382807742260486,0.0007812402903275,0.0006380129037674,0.3597775455695125,0.0557628389623256,0.0123917419916279,0.0009438042123926,1.0028964212730854e+16,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7799376372822675,17.08649454744339,11.278064861855308,29.58574056479076,314381234407945.5,7.60144755343042,656.814136842788,1355.54459432643,0.00528306669643,0.0198853671490718,0.297647109909498,17.0869155139659,14.9681475669103,14.9673568314662,0.0052830666964332,0.43500631272427076,11.349218351111993,561538407375003.9,11.777444005152502,6.214453059916526,493414713334548.4
51,51,-2.340587269176126,42.67121887207031,11483.34,257.222222,34610D,216.50644,21.236174,18.167145,230.4398896230649,64465.32825000085,0.3434522207873544,0.5246238664463759,31.477431986782555,33723.774166279414,24.977958040041543,2024-06-07 10:14:00,5.24012943096208e-05,0.2097085643810686,1.0455172356872324,0.2623119332231879,0.426896243447756,0.0111639298151203,0.0017471783837636,0.0003882618630585,2.898890724317413e-05,316596955079294.25,99.43720764624608,38.93758336765002,0.037772918384139,0.0007708758853905,0.0006295486397356,0.3514118414606645,0.054996688743697,0.0122214863874882,0.0009124963561181,9965659120730936.0,cruise,0,GTF2000,0,43031,1.237,3.16,3.16,0,0.7812309656548041,16.861887083139706,11.163929815120342,28.98890724317413,316596955079294.25,7.54399138499324,655.314061124576,1350.14253522788,0.00524012943096,0.0197537645184747,0.293881187183734,16.8614576347465,14.877224384693,14.87644483972867,0.005240129430962,0.42972879261419283,11.239663012121694,554140299161946.25,11.403876671496237,6.232414215559504,494281947229201.2
