,Unnamed: 0,index,icao24,callsign,latitude,longitude,groundspeed,altitude,cos_sza,flight_id,air_temperature,eastward_wind,northward_wind,true_airspeed,aircraft_mass,engine_efficiency,fuel_flow,fuel_burn,thrust,rocd,specific_humidity_emissions,air_pressure,rhi_emissions,fuel_flow_per_engine,thrust_setting,flight_phase,WAR,engine_model,SAF,LHV,ei_h2o,ei_co2_conservative,ei_co2_optimistic,water_injection_kg_s,mach,thrust_per_engine,ei_nox_py,ei_nvpm_mass_py,ei_nvpm_number_py,PT3,TT3,TT4,specific_humidity_gsp,FAR,fuel_flow_gsp,thrust_gsp,W3,W3_no_specific_humid,WAR_gsp,thrust_setting_meem,nvpm_ei_n,ei_mass_meem,ei_number_meem,ei_nox,nvpm_ei_m,ei_co2,wingspan,time,issr_specific_humidity,issr_rhi,issr_issr,cocip_level,cocip_waypoint,cocip_specific_humidity,cocip_u_wind,cocip_v_wind,cocip_rhi,cocip_tau_cirrus,cocip_specific_cloud_ice_water_content,cocip_rho_air,cocip_sdr,cocip_segment_length,cocip_sin_a,cocip_cos_a,cocip_G,cocip_T_sat_liquid,cocip_rh,cocip_rh_critical_sac,cocip_sac,cocip_T_critical_sac,cocip_ef,cocip_persistent_1,cocip_cocip,cocip_contrail_age,accf_issr_specific_humidity,accf_issr_potential_vorticity,accf_issr_geopotential,accf_issr_relative_humidity,accf_issr_olr,accf_issr_pcfa,accf_issr_issr,accf_issr_sac,accf_issr_aCCF_CH4,accf_issr_aCCF_O3,accf_issr_aCCF_H2O,accf_issr_aCCF_nCont,accf_issr_aCCF_dCont,accf_issr_aCCF_Cont,accf_issr_aCCF_CO2,accf_issr_aCCF_merged,accf_issr_aCCF_NOx,accf_issr_Fin,accf_issr_nox_impact,accf_issr_co2_impact,accf_issr_contrails_atr20,accf_sac_specific_humidity,accf_sac_potential_vorticity,accf_sac_geopotential,accf_sac_relative_humidity,accf_sac_olr,accf_sac_pcfa,accf_sac_issr,accf_sac_sac,accf_sac_aCCF_CH4,accf_sac_aCCF_O3,accf_sac_aCCF_H2O,accf_sac_aCCF_nCont,accf_sac_aCCF_dCont,accf_sac_aCCF_Cont,accf_sac_aCCF_CO2,accf_sac_aCCF_merged,accf_sac_aCCF_NOx,accf_sac_Fin,accf_sac_nox_impact,accf_sac_co2_impact,accf_sac_contrails_atr20
10,10,11,a35da8,FFT4000,37.97252073126324,-121.20660533075748,223.268888696,8115.3,0.710924184512044,34610D,245.09302,17.116776,-3.725481,209.3240720503532,66764.50563984408,0.3945808836235164,0.78518445054192,56.12999692717416,63.689816208975,1691.487352563183,5.159582509157808e-05,35009.59958577092,0.0625362157036651,0.4677499743931179,1.0,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6669771056825842,31.84414909707145,17.610112911912616,36.28235539,1450000000000000.0,21.6146605689926,848.232410741472,1746.42010190194,0.00515958250916,0.0278159558994727,0.39259222527096,31.8449081044875,14.1139217609416,14.113193579074212,0.0051595825091578,0.8378975354850949,822623707734144.4,15.15482531615208,989613904001081.6,0.020498351370238373,1.3455967885035412e-05,3.16,35.8,2023-08-06 17:11:00,5.159582509157808e-05,0.0625361854107747,0.0,350.0959958577092,10,5.159582509157808e-05,17.116776,-3.725481,0.0625361854107747,0.0,0.0,0.4976209423007549,940.1001452902511,13525.487442010117,0.21982915632785585,0.9755383857276878,2.677305067535973,236.45844256842412,0.04747057497020969,inf,0.0,226.67518488550843,0.0,0.0,0.0,0 days,5.1132734e-05,7.809156e-07,84008.22,0.061875347,-318.6054,0.0,0.0,1.0000000000000002,-5.613287853727543e-13,2.1645023e-12,2.7113308e-16,0.0,0.0,0.0,7.480000000000002e-16,2.186038829305607e-14,1.6031734787124695e-12,1271.3376294621885,1.5481833546061337e-12,1.1135548692341558e-13,0.0,5.1132734e-05,7.809156e-07,84008.22,0.061875347,-318.6054,0.0,0.0,0.0,-5.613287853727543e-13,2.1645023e-12,2.7113308e-16,0.0,0.0,0.0,7.480000000000002e-16,2.186038829305607e-14,1.6031734787124695e-12,1271.3376294621885,1.5481833546061337e-12,1.1135548692341558e-13,0.0
11,11,12,a35da8,FFT4000,37.9991455078125,-121.05612896858378,228.92777758,8610.6,0.7145502211605113,34610D,241.61986,19.932272,-2.2836406,211.1459646928169,66708.3756429169,0.3984563278334133,0.703836823908908,52.18554606387895,57.154623208517,1404.9352045457986,3.216661873585643e-05,32565.17889669939,0.0520233183771664,0.4348795505323245,0.9494584942306566,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6776004319212566,28.57800135079487,16.353703566025686,36.28235539,1449999999999999.8,19.7741333575152,833.209302095233,1709.02003357999,0.00321666187359,0.0269251207955724,0.351918411954454,28.5773116042585,13.0702630686925,13.069842656046845,0.0032166618735856,0.7819029391229062,744523205104542.0,14.02826492758116,926923550776541.6,0.018986904568252933,1.1873814854354893e-05,3.16,35.8,2023-08-06 17:12:00,3.216661873585643e-05,0.05202332403324672,0.0,325.65178896699393,11,3.216661873585643e-05,19.932272,-2.2836406,0.05202332403324672,0.0,0.0,0.4695299379380641,944.8952833986673,13789.79851488002,0.18899475410859606,0.9819780969652181,2.5063739840519657,235.7330057839882,0.038155270181592406,inf,0.0,225.98374993233773,0.0,0.0,0.0,0 days,4.207415e-05,1.0330667e-06,89221.92,0.06713947,-318.819,0.0,0.0,1.0,-5.317066635321003e-13,2.0189985e-12,2.9056973e-16,0.0,0.0,0.0,7.480000000000001e-16,2.037336371970474e-14,1.4872918455254243e-12,1271.1141860801165,1.1925417700709861e-12,9.981870143622048e-14,0.0,4.207415e-05,1.0330667e-06,89221.92,0.06713947,-318.819,0.0,0.0,0.0,-5.317066635321003e-13,2.0189985e-12,2.9056973e-16,0.0,0.0,0.0,7.480000000000001e-16,2.037336371970474e-14,1.4872918455254243e-12,1271.1141860801165,1.1925417700709861e-12,9.981870143622048e-14,0.0
12,12,13,a35da8,FFT4000,38.022471282441735,-120.90161530867866,234.586666464,9022.08,0.7181955327554372,34610D,238.85504,23.285154,-0.33367676,211.64887821307883,66656.19009685302,0.400586142798169,0.63758560253876,47.01327251411889,51.9277961694138,1249.751674725994,3.0689643610499115e-05,30641.22174213943,0.0627110147124093,0.3917772709509907,0.8714741037065806,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6831341522124348,25.9645313591999,14.608018481524136,36.28235539,1450000000000000.0,18.241711716845,820.149568826665,1676.35699866391,0.00306896436105,0.0261551782871641,0.31879280126938,25.9638980847069,12.1885157030579,12.188141653334286,0.0030689643610499,0.7339012645188981,681589618342681.1,13.062907100880828,873551003311065.8,0.017729176581943777,1.0590181799354261e-05,3.16,35.8,2023-08-06 17:13:00,3.0689643610499115e-05,0.06271099950980233,0.0,306.4122174213943,12,3.0689643610499115e-05,23.285154,-0.33367676,0.06271099950980233,0.0,0.0,0.44690387144735955,949.7159120342563,14258.692014686909,0.19134145978850414,0.9815235329659724,2.366673315313834,235.1068531759188,0.04475188282637364,inf,0.0,225.43915262596332,0.0,0.0,0.0,0 days,3.3801625e-05,1.2561317e-06,93325.41,0.06810237,-319.41034,0.0,0.0,1.0000000000000002,-5.083973612111891e-13,1.907012e-12,3.077643e-16,0.0,0.0,0.0,7.48e-16,1.9237756482348567e-14,1.3986147817724794e-12,1270.91625372108,9.485853901976776e-13,9.042290022052897e-14,0.0,3.3801625e-05,1.2561317e-06,93325.41,0.06810237,-319.41034,0.0,0.0,0.0,-5.083973612111891e-13,1.907012e-12,3.077643e-16,0.0,0.0,0.0,7.48e-16,1.9237756482348567e-14,1.3986147817724794e-12,1270.91625372108,9.485853901976776e-13,9.042290022052897e-14,0.0
13,13,14,a35da8,FFT4000,38.04689025878906,-120.74184985871008,238.702222016,9387.84,0.7218553945783063,34610D,236.71246,27.527597,1.6370021,209.95764441269503,66609.17682433891,0.4007197624425139,0.582891231883916,42.84694660248035,47.8716096856356,1148.4081423225416,3.143687270165918e-05,29009.29964007814,0.0767846054470669,0.3570578883540029,0.8101547479198158,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6807354286311117,23.93546908796076,13.685542118016016,36.28235539,1450000000000000.0,16.9361759937082,809.261877259943,1649.38098647534,0.00314368727017,0.0255286979901448,0.291445615941958,23.9358048428178,11.4163917037394,11.4160328193689,0.0031436872701659,0.6942534890031979,626314483729595.5,12.095789693096773,820961575529694.8,0.01673537324625219,9.4861072205831e-06,3.16,35.8,2023-08-06 17:14:00,3.143687270165918e-05,0.0767846807886144,0.0,290.09299640078143,13,3.143687270165918e-05,27.527597,1.6370021,0.0767846807886144,0.0,0.0,0.4269318683368149,954.5557834142882,14295.735991181517,0.1904424205437031,0.981698367349898,2.2411275927961363,234.51560181431694,0.05364551672822915,inf,0.0,224.93391826107518,0.0,0.0,0.0,0 days,2.90255e-05,1.6077614e-06,97125.37,0.06913945,-319.92972,0.0,0.0,0.9999999999999998,-4.868167347437632e-13,1.8612722e-12,3.348691e-16,0.0,0.0,0.0,7.48e-16,1.895078936530413e-14,1.3744554042809555e-12,1270.7089583370623,8.044606933396315e-13,8.266610081876248e-14,0.0,2.90255e-05,1.6077614e-06,97125.37,0.06913945,-319.92972,0.0,0.0,0.0,-4.868167347437632e-13,1.8612722e-12,3.348691e-16,0.0,0.0,0.0,7.48e-16,1.895078936530413e-14,1.3744554042809555e-12,1270.7089583370623,8.044606933396315e-13,8.266610081876248e-14,0.0
14,14,15,a35da8,FFT4000,38.07125802767479,-120.581578793733,242.303333124,9723.12,0.7254895243296711,34610D,235.2611,32.80528,3.9958284,206.1960109372037,66566.32987773643,0.39761543477067635,0.539691482940546,39.48242838035254,44.7826695276686,969.1085517946412,2.957605900448541e-05,27575.891396228108,0.0806122338613194,0.3290202365029378,0.7651031195783179,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6705982611520263,22.39210218058975,13.133191501797729,36.28235539,1450000000000000.0,15.7925774291915,800.752658280385,1632.87729471922,0.00295760590045,0.0252003751640538,0.269845741470273,22.3913347638343,10.7080049290372,10.707688237818076,0.0029576059004485,0.6641787832125309,575854754386503.5,11.104922951570376,767805846529119.2,0.01605973833581671,8.528663799553632e-06,3.16,35.8,2023-08-06 17:15:00,2.9576059004485413e-05,0.08061222834715434,0.0,275.75891396228116,14,2.9576059004485413e-05,32.80528,3.9958284,0.08061222834715434,0.0,0.0,0.4083399633744058,959.3616296661756,14788.072584274614,0.18839771791575474,0.9820928163285463,2.1194067951118383,233.91369751866714,0.055516930999675314,inf,0.0,224.393293516329,0.0,0.0,0.0,0 days,2.7143822e-05,1.993356e-06,100643.71,0.07306489,-318.3895,0.0,0.0,1.0,-4.668403856938405e-13,1.8476889e-12,3.6459202e-16,0.0,0.0,0.0,7.479999999999998e-16,1.9063622637786832e-14,1.380848508759354e-12,1270.5020976588348,7.180940280439301e-13,7.653947786381458e-14,0.0,2.7143822e-05,1.993356e-06,100643.71,0.07306489,-318.3895,0.0,0.0,0.0,-4.668403856938405e-13,1.8476889e-12,3.6459202e-16,0.0,0.0,0.0,7.479999999999998e-16,1.9063622637786832e-14,1.380848508759354e-12,1270.5020976588348,7.180940280439301e-13,7.653947786381458e-14,0.0
15,15,16,a35da8,FFT4000,38.09619140625,-120.4156494140625,247.962222008,10005.06,0.7291416128335565,34610D,234.17177,37.7114,6.1649265,202.16095918001307,66526.84744935608,0.39066832782892624,0.636782142902792,49.32077576440414,52.9521049748052,1709.3696124799037,2.7166066383616303e-05,26415.41479283012,0.0801022759262831,0.4110064647033678,0.9772817981330436,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.659002750092733,26.476268579508933,16.013883659857395,36.28235538999999,1450000000000000.0,17.462862962208,831.518302907672,1732.21257310527,0.00271660663836,0.0277922511888668,0.318391071451396,26.4760524874026,11.456109448915,11.455798239939538,0.0027166066383616,0.775643330787638,687885202817640.9,10.262499218542896,722705875437353.0,0.018208756806834057,1.093606187422786e-05,3.16,35.8,2023-08-06 17:16:00,2.7166066383616296e-05,0.08010224725665083,0.0,264.15414792830126,15,2.7166066383616296e-05,37.7114,6.1649265,0.08010224725665083,0.0,0.0,0.3929753820741393,964.1912259775354,14510.865225449119,0.18653836870329094,0.9824476764701086,2.0070647204515204,233.33038988599395,0.054574836458868695,inf,0.0,223.85909315032083,0.0,0.0,0.0,0 days,2.5642381e-05,2.3018654e-06,103492.086,0.07627425,-316.26953,0.0,0.0,1.0000000000000002,-4.5067176986364375e-13,1.8364772e-12,3.8837297e-16,0.0,0.0,0.0,7.480000000000003e-16,1.915184392789123e-14,1.3858054583895442e-12,1270.290435457558,9.641057869210487e-13,9.030895293218833e-14,0.0,2.5642381e-05,2.3018654e-06,103492.086,0.07627425,-316.26953,0.0,0.0,0.0,-4.5067176986364375e-13,1.8364772e-12,3.8837297e-16,0.0,0.0,0.0,7.480000000000003e-16,1.915184392789123e-14,1.3858054583895442e-12,1270.290435457558,9.641057869210487e-13,9.030895293218833e-14,0.0
16,16,17,a35da8,FFT4000,38.12040710449219,-120.25278294340092,242.303333124,10500.36,0.732737342047119,34610D,231.84421,45.156414,8.795471,194.30926222270537,66477.52667359167,0.3844633312103061,0.567949779972108,43.63760521368496,48.3562702680658,1081.617880225386,2.341970899221372e-05,24472.62643199162,0.0832840786745588,0.3636467101140413,0.8933443399746973,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6365794180371076,24.177158787342897,14.088863203105593,36.28235539,1450000000000000.0,15.7363280989683,818.064774365101,1706.54823440989,0.00234197089922,0.0272712899774683,0.283974889986054,24.1781351340329,10.4129614044908,10.412717541676155,0.0023419708992213,0.7262658745990459,628638218584011.4,8.8577387415498,647176723068665.5,0.016850845556426186,9.722574204131618e-06,3.16,35.8,2023-08-06 17:17:00,2.3419708992213717e-05,0.08328404812739491,0.0,244.72626431991623,16,2.3419708992213717e-05,45.156414,8.795471,0.08328404812739491,0.0,0.0,0.3677280639309094,968.9462967765076,14519.612737697322,0.18637483826834314,0.9824787120647699,1.840699705376809,232.4111523084652,0.0554530496031777,0.9981114689385234,0.0,223.02478834446484,0.0,0.0,0.0,0 days,2.2423867e-05,2.5617635e-06,108441.734,0.07980292,-313.4505,0.0,0.0,1.0,-4.225826714998531e-13,1.834402e-12,4.0840678e-16,0.0,0.0,0.0,7.480000000000001e-16,1.951005817489423e-14,1.4118193378037328e-12,1270.0848657237996,8.107034297547433e-13,8.054709215546835e-14,0.0,2.2423867e-05,2.5617635e-06,108441.734,0.07980292,-313.4505,0.0,0.0,0.0,-4.225826714998531e-13,1.834402e-12,4.0840678e-16,0.0,0.0,0.0,7.480000000000001e-16,1.951005817489423e-14,1.4118193378037328e-12,1270.0848657237996,8.107034297547433e-13,8.054709215546835e-14,0.0
17,17,18,a35da8,FFT4000,38.14462435447563,-120.08970177691916,242.303333124,10812.78,0.7363035577998016,34610D,230.10117,48.6442,9.217899,190.54194404566925,66433.88906837799,0.3808464876858669,0.54130898607838,41.75359935261455,46.557112614612,897.3190115377632,2.022579127552849e-05,23307.885885565418,0.0837521134822128,0.3479466612717879,0.8699215374603584,climb,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6265970867042165,23.278449309039257,13.487534943292316,36.28235538999999,1450000000000000.0,14.9934957179357,813.545655389924,1701.82561721546,0.00202257912755,0.0272341344758364,0.27065449303919,23.278556307306,9.93806112249791,9.937860121413369,0.0020225791275528,0.7099466767095276,602857454655935.6,8.098717693653573,605709664144442.8,0.016399508598687534,9.228093628105132e-06,3.16,35.8,2023-08-06 17:18:00,2.0225791275528492e-05,0.08375210306868995,0.0,233.0788588556542,17,2.0225791275528492e-05,48.6442,9.217899,0.08375210306868995,0.0,0.0,0.3528795614108092,973.6623420116042,14313.643873324601,0.1822393447548044,0.983254199697789,1.7428485024462534,231.83552173977034,0.05481404959011821,0.9820718396693436,0.0,222.497606071549,0.0,0.0,0.0,0 days,1.902936e-05,2.3544444e-06,111686.29,0.07811655,-309.25726,0.0,0.0,1.0,-4.041759693738633e-13,1.8611703e-12,3.9242592e-16,0.0,0.0,0.0,7.479999999999998e-16,2.0081352432346545e-14,1.4569943463271375e-12,1269.8792828171388,7.760419325898932e-13,7.676887345282469e-14,0.0,1.902936e-05,2.3544444e-06,111686.29,0.07811655,-309.25726,0.0,0.0,0.0,-4.041759693738633e-13,1.8611703e-12,3.9242592e-16,0.0,0.0,0.0,7.479999999999998e-16,2.0081352432346545e-14,1.4569943463271375e-12,1269.8792828171388,7.760419325898932e-13,7.676887345282469e-14,0.0
18,18,19,a35da8,FFT4000,38.16796875,-119.92874470162896,237.158888684,11071.86,0.7398228999834745,34610D,228.60506,50.762108,9.291177,187.24688695042528,66392.13546902536,0.3516509756798702,0.42398984590047,28.026650870578003,34.2636886666606,0.0,1.6569328678986897e-05,22376.69483036539,0.0784634582623714,0.2335554239214833,0.5920320866616777,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6177729377911843,17.131667132454314,11.04231214288528,29.09836547513024,1557929102169707.0,11.6541892028243,787.457480349454,1679.08446531624,0.0016569328679,0.0271779893284569,0.211994922950235,17.1318443333303,7.80024307126592,7.800113828616161,0.0016569328678986,0.618789622530665,498767061820529.5,4.702507787606707,437912960543429.6,0.01414760406403855,7.095784816126157e-06,3.16,35.8,2023-08-06 17:19:00,1.65693286789869e-05,0.07846350124530113,0.0,223.76694830365398,18,1.65693286789869e-05,50.762108,9.291177,0.07846350124530113,0.0,0.0,0.3409985630696103,978.3164052470893,14289.239228676091,0.1825428225058992,0.9831979037567055,1.5978676459652692,230.92767092590086,0.05060132880403248,0.9660910646341794,0.0,221.6542393945095,0.0,0.0,0.0,0 days,1.6325419e-05,2.1738608e-06,114310.49,0.07619452,-305.61734,0.0,0.0,1.0,-3.8929331944033104e-13,1.8872382e-12,3.785059e-16,0.0,0.0,0.0,7.48e-16,2.059979064854061e-14,1.49794497889522e-12,1269.681109668271,5.391200267222073e-13,6.013057913748137e-14,0.0,1.6325419e-05,2.1738608e-06,114310.49,0.07619452,-305.61734,0.0,0.0,0.0,-3.8929331944033104e-13,1.8872382e-12,3.785059e-16,0.0,0.0,0.0,7.48e-16,2.059979064854061e-14,1.49794497889522e-12,1269.681109668271,5.391200267222073e-13,6.013057913748137e-14,0.0
19,19,20,a35da8,FFT4000,38.19131624900688,-119.76799342943276,239.21666646,11071.86,0.743309097520511,34610D,228.56935,50.928745,9.292099,186.3739854159837,66364.1088181548,0.35005128829424464,0.412773431695882,27.143813458685152,33.361038614416,-26.37619909501753,1.6722399827362598e-05,22376.69483036539,0.0795219604692581,0.2261984454890429,0.5726429194259686,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6149410699725062,16.680486765578866,10.882187870524588,27.57373356681749,1580834500834435.8,11.3974478775221,783.841683044087,1670.34063109223,0.00167223998274,0.0269749854982398,0.206386715847941,16.680519307208,7.65104084528269,7.650912903658071,0.0016722399827362,0.6068643148347588,483302275108295.6,4.6722830106928965,436447396780842.6,0.013938737037091685,6.792812185346155e-06,3.16,35.8,2023-08-06 17:20:00,1.6722399827362598e-05,0.07952194636502487,0.0,223.76694830365398,19,1.6722399827362598e-05,50.928745,9.292099,0.07952194636502487,0.0,0.0,0.3410518381858375,982.9266411031675,14235.327156951067,0.18048965743871478,0.9835768823826918,1.593935101917366,230.90204408315506,0.051265893248073874,0.9657560745678787,0.0,221.63313552692952,0.0,0.0,0.0,0 days,1.6549742e-05,2.1722894e-06,114299.586,0.07781779,-302.7659,0.0,0.0,1.0,-3.893630057922789e-13,1.8871543e-12,3.783848e-16,0.0,0.0,0.0,7.479999999999999e-16,2.0597672193600897e-14,1.4977913375132068e-12,1269.4829101735972,5.170561711073114e-13,5.853985830185534e-14,0.0,1.6549742e-05,2.1722894e-06,114299.586,0.07781779,-302.7659,0.0,0.0,0.0,-3.893630057922789e-13,1.8871543e-12,3.783848e-16,0.0,0.0,0.0,7.479999999999999e-16,2.0597672193600897e-14,1.4977913375132068e-12,1269.4829101735972,5.170561711073114e-13,5.853985830185534e-14,0.0
20,20,21,a35da8,FFT4000,38.21431305448888,-119.6077363387398,238.187777572,11064.24,0.7467609311195369,34610D,228.58292,51.136295,9.277659,185.04233859052417,66336.9650046961,0.35022609370359037,0.426998864990852,28.266696821001908,34.7764743629242,0.0,1.6998970293111264e-05,22403.598795491587,0.0808052101157327,0.2355558068416825,0.5951063608682496,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6105291651392157,17.38840714247949,11.076331892738796,29.600399292796595,1550386767082709.2,11.7175684624682,787.709658524111,1681.0903070271,0.00169989702931,0.0272409658791019,0.213499432495426,17.3882371814621,7.83743988531673,7.837306659173652,0.0016998970293111,0.6196281606226424,504754334574645.94,4.633087398084541,434887389810032.9,0.014178433940489808,7.186898576449331e-06,3.16,35.8,2023-08-06 17:21:00,1.699897029311126e-05,0.08080515080506773,0.0,224.03598795491598,20,1.699897029311126e-05,51.136295,9.277659,0.08080515080506773,0.0,0.0,0.3414416207505282,987.4914372023438,14181.644557338737,0.17788276968939634,0.98405168576027,1.596281227922178,230.91733959678882,0.052100105536990404,0.9657116807556788,0.0,221.64999766944632,0.0,0.0,0.0,0 days,1.6768845e-05,2.168732e-06,114202.45,0.07935512,-301.15814,0.0,0.0,1.0,-3.899216566549622e-13,1.8853736e-12,3.7811058e-16,0.0,0.0,0.0,7.48e-16,2.0566985422889696e-14,1.4954519105431245e-12,1269.2876877549438,5.432236721705083e-13,6.055732063209463e-14,0.0,1.6768845e-05,2.168732e-06,114202.45,0.07935512,-301.15814,0.0,0.0,0.0,-3.899216566549622e-13,1.8853736e-12,3.7811058e-16,0.0,0.0,0.0,7.48e-16,2.0566985422889696e-14,1.4954519105431245e-12,1269.2876877549438,5.432236721705083e-13,6.055732063209463e-14,0.0
21,21,22,a35da8,FFT4000,38.236890889830505,-119.4479569144871,237.673333128,11064.24,0.7501788201081274,34610D,228.57521,51.42826,9.2467575,184.45868801365475,66308.6983078751,0.3497436217569675,0.426479428318418,28.22558097839392,34.7960714432298,-26.379826270815908,1.7060825977358642e-05,22403.598795491587,0.0811726992062675,0.2352131748199492,0.5938871387386699,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6086137621721084,17.398033681424636,11.066801005667037,29.563242508105738,1550944994259907.2,11.7039030723552,787.432742130716,1680.73173502869,0.00170608259774,0.0272362587732275,0.213239714159209,17.3980357216149,7.82925863403891,7.829125062698661,0.0017060825977358,0.6187073634740763,504392756775603.7,4.612922867083501,433909466602418.9,0.01416477481878165,7.175236739144486e-06,3.16,35.8,2023-08-06 17:22:00,1.7060825977358645e-05,0.08117282768723437,0.0,224.03598795491598,21,1.7060825977358645e-05,51.42826,9.2467575,0.08117282768723437,0.0,0.0,0.3414531378126628,992.0113480205791,14281.705469231392,0.1763859980374423,0.9843210755116114,1.595096917243434,230.90962100294405,0.0523331964918631,0.9657067990513186,0.0,221.643755933235,0.0,0.0,0.0,0 days,1.6812826e-05,2.1530832e-06,114189.336,0.079602264,-302.42978,0.0,0.0,0.9999999999999999,-3.900036019990686e-13,1.8852084e-12,3.7690433e-16,0.0,0.0,0.0,7.479999999999999e-16,2.056256490295579e-14,1.4952046599118373e-12,1269.0960220200307,5.41950541355762e-13,6.048365370766069e-14,0.0,1.6812826e-05,2.1530832e-06,114189.336,0.079602264,-302.42978,0.0,0.0,0.0,-3.900036019990686e-13,1.8852084e-12,3.7690433e-16,0.0,0.0,0.0,7.479999999999999e-16,2.056256490295579e-14,1.4952046599118373e-12,1269.0960220200307,5.41950541355762e-13,6.048365370766069e-14,0.0
22,22,23,a35da8,FFT4000,38.25943486899918,-119.2869561839952,238.187777572,11056.62,0.7535756010070892,34610D,228.63995,51.669598,9.163082,184.27603203324347,66280.47272689671,0.3503505293077884,0.439710321020204,29.29260608708877,35.9734445196584,52.76009625439938,1.7068218005060547e-05,22430.535107814052,0.0806883341646238,0.2441050507257397,0.6161574831371849,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.607924969868852,17.986542177409373,11.251775214982043,31.41078942874185,1523188262593577.2,11.9970318327966,791.179686386762,1691.00227762245,0.00170682180051,0.0274898217695112,0.219855160510102,17.9867222598292,7.99769319544814,7.997556691407024,0.001706821800506,0.631198643829618,523078356195532.2,4.613170048862106,434262683579453.1,0.014405043572159371,7.530585468708231e-06,3.16,35.8,2023-08-06 17:23:00,1.7068218005060547e-05,0.08068847168063895,0.0,224.30535107814052,22,1.7068218005060547e-05,51.669598,9.163082,0.08068847168063895,0.0,0.0,0.34176687442112996,996.5033481182504,14204.791438625893,0.17533023539868406,0.9845096792591944,1.5985066890958572,230.9318300381566,0.05205409926596986,0.9670519694972318,0.0,221.66307324341344,0.0,0.0,0.0,0 days,1.6891856e-05,2.15739e-06,114097.234,0.07865773,-309.42596,0.0,0.0,1.0000000000000002,-3.905333536929568e-13,1.8834173e-12,3.7723631e-16,0.0,0.0,0.0,7.48e-16,2.05327260673738e-14,1.4928838267042453e-12,1268.903731921744,5.673597197258609e-13,6.236006949534215e-14,0.0,1.6891856e-05,2.15739e-06,114097.234,0.07865773,-309.42596,0.0,0.0,0.0,-3.905333536929568e-13,1.8834173e-12,3.7723631e-16,0.0,0.0,0.0,7.48e-16,2.05327260673738e-14,1.4928838267042453e-12,1268.903731921744,5.673597197258609e-13,6.236006949534215e-14,0.0
23,23,24,a35da8,FFT4000,38.28172302246094,-119.12674274850396,237.158888684,11071.86,0.756934931714777,34610D,228.57906,51.939262,9.052962,183.88191436306928,66251.18012080961,0.34874538993795473,0.41963634792007,27.678564633180013,34.247115341234,-26.380072777909003,1.6713380214296032e-05,22376.69483036539,0.0793882638175397,0.2306547052765001,0.5828446147654884,cruise,0,GTF2035,0,43031,1.237,3.16,3.16,0,0.6067055899558537,17.123469015147794,10.96752665703398,28.68939510085066,1564073293048739.5,11.5434807039701,785.492851576079,1676.0926935141,0.00167133802143,0.0271290055848417,0.209818173960035,17.123557670617,7.73409011634657,7.733960855718226,0.0016713380214296,0.6122658730893795,494694896057650.9,4.585477186286254,432237693110614.8,0.014045764277913904,6.991913835609617e-06,3.16,35.8,2023-08-06 17:24:00,1.6713380214296032e-05,0.07938824912162763,0.0,223.76694830365398,23,1.6713380214296032e-05,51.939262,9.052962,0.07938824912162763,0.0,0.0,0.3410373503611488,1000.9458272206426,14041.647637648963,0.17317298503255732,0.9848914240945108,1.5907389244821437,230.8811745420603,0.0511845954303876,0.9667019051636545,0.0,221.61379197680498,0.0,0.0,0.0,0 days,1.6572963e-05,2.1581402e-06,114259.59,0.07733662,-317.44263,0.0,0.0,1.0,-3.896200736104091e-13,1.8865775e-12,3.7729415e-16,0.0,0.0,0.0,7.48e-16,2.058574153048352e-14,1.4969574912826857e-12,1268.7123714331926,5.29394216827563e-13,5.951316257110267e-14,0.0,1.6572963e-05,2.1581402e-06,114259.59,0.07733662,-317.44263,0.0,0.0,0.0,-3.896200736104091e-13,1.8865775e-12,3.7729415e-16,0.0,0.0,0.0,7.48e-16,2.058574153048352e-14,1.4969574912826857e-12,1268.7123714331926,5.29394216827563e-13,5.951316257110267e-14,0.0
